,Shape,Price,Carat,Cut,Color,Clarity,Polish,Symmetry,Depth,Table,L/W
9622,Round,19874,2.32,Ideal,F,SI2,Excellent,Excellent,60.3,60,1.01
9623,Round,19873,2.03,Ideal,H,VS2,Excellent,Excellent,61.0,59,1
9624,Round,19873,2.52,Ideal,J,VS2,Excellent,Excellent,62.9,59,1
9625,Round,19865,2.33,Ideal,G,SI2,Excellent,Excellent,62.1,57,1
9626,Emerald,19864,2.03,Very Good,E,VVS2,Excellent,Excellent,66.3,63,1.32
9627,Round,19864,1.51,Ideal,E,VVS1,Excellent,Very Good,62.8,56,1.01
9628,Round,19859,1.61,Ideal,F,VVS2,Excellent,Excellent,62.6,55,1
9629,Emerald,19858,1.92,Very Good,E,VS2,Excellent,Excellent,66.7,63,1.37
9630,Round,19858,2.26,Ideal,H,SI2,Excellent,Excellent,60.8,59,1
9631,Round,19857,2.01,Ideal,I,VVS1,Excellent,Excellent,62.1,59,1
9632,Round,19857,2.01,Very Good,G,SI1,Excellent,Very Good,62.2,62,1.01
9633,Round,19857,2.01,Very Good,G,SI1,Excellent,Very Good,60.4,62,1
9634,Round,19857,1.58,Ideal,D,VS1,Excellent,Excellent,62.5,58,1
9635,Princess,19855,2.01,Good,F,SI1,Excellent,Very Good,71.9,79,1.02
9636,Round,19854,2.02,Ideal,E,SI1,Excellent,Excellent,61.9,56,1
9637,Asscher,19854,2.05,Very Good,G,VS1,Excellent,Excellent,67.5,66,1
9638,Round,19852,1.5,Very Good,F,VVS1,Very Good,Excellent,59.0,60,1.01
9639,Cushion,19852,1.77,Very Good,D,IF,Excellent,Excellent,66.2,60,1.08
9640,Round,19852,1.71,Ideal,F,VS1,Excellent,Excellent,62.4,58,1.01
9641,Round,19849,2.01,Ideal,H,VVS2,Excellent,Excellent,60.4,61,1.01
9642,Oval,19849,2.5,Very Good,E,SI2,Excellent,Very Good,64.3,58,1.44
9643,Round,19848,2.03,Ideal,H,VS2,Excellent,Very Good,62.0,58,1.01
9644,Round,19847,2.3,Ideal,J,VS1,Excellent,Excellent,62.0,57,1
9645,Marquise,19845,2.26,Very Good,H,SI1,Good,Good,61.0,57,1.67
9646,Round,19845,2.0,Ideal,H,VS1,Excellent,Excellent,62.4,59,1.01
9647,Round,19841,1.7,Ideal,E,VS1,Excellent,Excellent,63.1,58,1
9648,Round,19841,1.7,Ideal,E,VS1,Excellent,Excellent,62.9,58,1.01
9649,Emerald,19840,2.06,Good,F,VVS2,Very Good,Good,72.8,70,1.38
9650,Round,19840,1.56,Ideal,F,VS1,Excellent,Excellent,62.5,55,1.01
9651,Princess,19840,2.11,Very Good,F,VS2,Excellent,Very Good,73.7,73,1.04
9652,Princess,19839,2.01,Very Good,G,VVS2,Excellent,Excellent,70.2,73,1
9653,Round,19836,2.4,Ideal,I,SI1,Excellent,Excellent,63.0,59,1.01
9654,Pear,19832,2.02,Very Good,F,VS2,Excellent,Excellent,61.4,59,1.51
9655,Round,19830,2.02,Ideal,G,SI1,Excellent,Excellent,62.5,57,1.01
9656,Oval,19825,1.72,Very Good,E,VVS2,Excellent,Excellent,63.4,60,1.39
9657,Asscher,19824,2.01,Very Good,G,VVS1,Excellent,Excellent,67.0,61,1
9658,Round,19821,1.51,Ideal,E,VVS2,Excellent,Excellent,61.8,58,1.01
9659,Round,19816,1.25,Ideal,D,FL,Excellent,Excellent,62.5,59,1.01
9660,Round,19815,1.5,Ideal,E,VVS1,Excellent,Excellent,62.7,59,1.01
9661,Round,19814,2.02,Ideal,D,SI1,Excellent,Excellent,62.7,56,1
9662,Princess,19814,2.05,Good,I,VS1,Very Good,Very Good,74.1,60,1.01
9663,Radiant,19813,2.06,Very Good,E,SI1,Very Good,Very Good,67.9,69,1.27
9664,Oval,19812,2.5,Very Good,I,VS2,Excellent,Excellent,62.3,59,1.4
9665,Round,19810,2.09,Ideal,D,SI2,Excellent,Excellent,62.8,57,1.01
9666,Round,19808,1.7,Ideal,G,VVS1,Excellent,Excellent,62.1,56,1.01
9667,Round,19808,1.34,Ideal,D,IF,Excellent,Excellent,61.3,55,1.01
9668,Round,19806,1.35,Very Good,D,IF,Good,Good,58.0,64,1.02
9669,Round,19806,2.42,Very Good,I,SI2,Good,Excellent,62.4,58,1.01
9670,Emerald,19805,2.01,Very Good,G,VVS1,Excellent,Excellent,67.7,63,1.31
9671,Round,19805,1.71,Ideal,D,VS2,Excellent,Excellent,61.7,58,1.01
9672,Round,19802,1.51,Ideal,F,VVS1,Excellent,Excellent,62.6,59,1
9673,Oval,19800,2.05,Very Good,E,VS1,Excellent,Very Good,61.3,61,1.34
9674,Round,19799,1.36,Ideal,E,IF,Excellent,Excellent,61.8,57,1.01
9675,Round,19798,1.81,Ideal,E,VS2,Excellent,Excellent,62.6,55,1
9676,Round,19797,1.77,Ideal,G,VS2,Excellent,Excellent,61.8,57,1
9677,Round,19796,2.01,Ideal,H,VS2,Excellent,Very Good,61.6,59,1.01
9678,Round,19795,2.5,Ideal,H,SI2,Excellent,Very Good,60.8,56,1
9679,Round,19792,1.79,Ideal,E,VS2,Excellent,Excellent,60.9,60,1.01
9680,Princess,19787,2.06,Very Good,F,VS2,Very Good,Good,69.8,73,1.01
9681,Round,19787,1.51,Ideal,E,VVS1,Excellent,Excellent,62.3,59,1.01
9682,Round,19787,2.01,Ideal,G,SI1,Excellent,Excellent,62.8,58,1.01
9683,Round,19782,1.52,Ideal,F,VS1,Excellent,Excellent,62.0,55,1.01
9684,Round,19782,2.09,Ideal,G,SI1,Excellent,Excellent,62.9,56,1
9685,Round,19782,2.05,Ideal,H,VS2,Excellent,Excellent,61.3,58,1
9686,Round,19781,1.69,Ideal,E,VVS1,Excellent,Excellent,62.7,57,1.01
9687,Round,19779,1.81,Ideal,G,VVS2,Excellent,Excellent,61.0,59,1
9688,Princess,19778,2.01,Very Good,G,VS1,Excellent,Very Good,70.6,72,1
9689,Round,19776,2.3,Ideal,H,SI2,Excellent,Excellent,62.0,59,1.01
9690,Round,19776,1.53,Astor Ideal,E,VS2,Excellent,Excellent,61.8,56,1
9691,Round,19775,2.04,Ideal,E,SI1,Excellent,Excellent,62.1,56,1.01
9692,Round,19775,1.8,Ideal,D,VVS2,Excellent,Excellent,63.3,57,1.01
9693,Oval,19775,1.9,Very Good,D,VS2,Excellent,Very Good,60.0,61,1.38
9694,Oval,19771,2.02,Very Good,D,SI1,Excellent,Excellent,62.9,58,1.35
9695,Round,19770,1.7,Ideal,D,VS2,Excellent,Excellent,62.8,56,1.01
9696,Round,19770,2.07,Ideal,H,VS2,Excellent,Excellent,60.3,59,1
9697,Pear,19770,2.03,Very Good,G,SI1,Excellent,Excellent,63.5,61,1.52
9698,Emerald,19766,2.5,Very Good,I,VS1,Excellent,Excellent,67.1,63,1.33
9699,Princess,19765,2.0,Good,D,VS1,Excellent,Very Good,73.5,78,1.02
9700,Round,19765,1.5,Ideal,E,VVS2,Excellent,Excellent,62.7,58,1.01
9701,Round,19762,2.09,Ideal,I,VS1,Excellent,Excellent,61.5,57,1.01
9702,Round,19762,1.23,Ideal,D,IF,Excellent,Excellent,60.8,57,1.01
9703,Round,19762,2.0,Ideal,H,VS2,Excellent,Excellent,60.8,59,1
9704,Round,19759,2.51,Ideal,J,VS1,Excellent,Excellent,62.6,59,1.01
9705,Princess,19758,3.0,Very Good,I,SI2,Excellent,Excellent,72.1,73,1.02
9706,Cushion,19758,2.01,Very Good,F,VVS2,Excellent,Excellent,67.9,59,1.07
9707,Round,19757,1.7,Ideal,E,VS1,Excellent,Excellent,59.2,61,1
9708,Round,19757,1.7,Ideal,E,VS1,Excellent,Excellent,62.2,60,1.01
9709,Round,19757,2.01,Ideal,I,IF,Excellent,Excellent,61.6,57,1.01
9710,Cushion,19756,1.73,Very Good,D,IF,Excellent,Very Good,60.7,61,1.05
9711,Round,19756,1.9,Ideal,G,VS2,Excellent,Excellent,62.4,58,1.01
9712,Round,19753,2.5,Ideal,I,SI1,Excellent,Excellent,63.0,56,1.01
9713,Oval,19750,2.02,Very Good,F,SI1,Excellent,Excellent,60.1,59,1.44
9714,Round,19746,2.01,Very Good,G,SI1,Very Good,Good,62.7,56,1.01
9715,Round,19746,1.7,Ideal,G,VVS1,Excellent,Excellent,62.2,59,1.01
9716,Radiant,19745,2.01,Very Good,E,VS2,Excellent,Excellent,68.5,65,1.29
9717,Round,19740,1.9,Ideal,G,VS2,Excellent,Excellent,62.5,58,1.01
9718,Oval,19738,2.03,Good,G,VS1,Excellent,Excellent,65.5,58,1.3
9719,Cushion,19736,2.01,Very Good,E,VS1,Very Good,Very Good,69.1,63,1.17
9720,Round,19731,1.77,Ideal,E,VS2,Excellent,Excellent,63.3,58,1.01
9721,Round,19730,1.7,Very Good,E,VVS1,Excellent,Very Good,63.7,56,1.01
9722,Princess,19727,2.5,Very Good,G,SI1,Excellent,Very Good,72.5,71,1
9723,Asscher,19724,1.71,Very Good,E,VVS1,Excellent,Very Good,66.5,62,1.01
9724,Pear,19723,2.0,Very Good,E,VS1,Excellent,Excellent,62.4,56,1.54
9725,Round,19720,2.01,Ideal,D,SI1,Excellent,Excellent,62.0,58,1.01
9726,Pear,19716,2.01,Very Good,F,SI1,Excellent,Excellent,62.8,58,1.52
9727,Round,19715,1.72,Ideal,G,VVS1,Excellent,Excellent,61.7,59,1.01
9728,Emerald,19715,2.0,Very Good,F,VS1,Excellent,Very Good,67.5,63,1.32
9729,Oval,19711,1.9,Good,G,VVS1,Excellent,Excellent,65.3,54,1.38
9730,Round,19711,1.7,Ideal,F,VS1,Excellent,Excellent,62.7,56,1
9731,Cushion,19710,2.0,Very Good,F,VVS1,Excellent,Very Good,67.9,65,1.14
9732,Emerald,19710,1.83,Good,E,IF,Very Good,Good,70.3,65,1.47
9733,Round,19710,1.8,Ideal,G,VVS2,Excellent,Excellent,62.2,57,1.01
9734,Round,19709,2.13,Ideal,I,VVS2,Excellent,Excellent,60.8,60,1.01
9735,Round,19709,2.01,Ideal,D,SI2,Excellent,Excellent,61.3,60,1
9736,Round,19708,2.21,Ideal,H,SI1,Excellent,Excellent,62.4,59,1
9737,Round,19706,1.56,Ideal,D,VS1,Excellent,Excellent,62.7,55,1
9738,Round,19703,1.17,Ideal,D,IF,Excellent,Excellent,62.3,55,1
9739,Round,19702,2.36,Very Good,I,VS2,Good,Very Good,60.4,61,1.01
9740,Princess,19702,2.3,Very Good,H,VS2,Very Good,Very Good,72.5,74,1.05
9741,Round,19701,1.7,Ideal,D,VS2,Excellent,Excellent,62.5,59,1.01
9742,Round,19701,2.02,Ideal,H,VS2,Excellent,Excellent,59.8,59,1.01
9743,Round,19700,1.84,Ideal,E,VS1,Excellent,Excellent,62.0,60,1.01
9744,Round,19699,1.53,Ideal,D,VVS2,Excellent,Excellent,62.4,60,1.01
9745,Round,19698,2.72,Ideal,J,VS2,Excellent,Excellent,61.1,60,1
9746,Oval,19693,2.01,Very Good,H,VVS2,Excellent,Excellent,59.4,56,1.41
9747,Asscher,19692,1.78,Very Good,D,VS1,Excellent,Excellent,66.8,60,1
9748,Round,19692,1.81,Ideal,F,VVS2,Excellent,Excellent,62.9,56,1
9749,Round,19690,2.01,Very Good,G,VS2,Very Good,Very Good,62.4,62,1.01
9750,Round,19688,2.04,Ideal,H,VS2,Excellent,Excellent,62.2,58,1.01
9751,Round,19686,1.57,Ideal,D,VVS2,Excellent,Excellent,60.7,57,1
9752,Round,19686,2.26,Very Good,I,VVS1,Excellent,Excellent,63.2,57,1
9753,Round,19685,2.53,Ideal,I,SI1,Excellent,Excellent,62.0,59,1.01
9754,Round,19684,2.01,Ideal,H,VS2,Excellent,Excellent,62.7,58,1.01
9755,Cushion,19683,2.4,Good,E,VS2,Excellent,Excellent,70.6,56,1.01
9756,Princess,19681,2.03,Very Good,E,VS2,Excellent,Excellent,72.7,73,1.02
9757,Round,19679,1.71,Ideal,E,VS2,Excellent,Excellent,61.7,59,1
9758,Round,19678,1.5,Ideal,E,VVS2,Excellent,Excellent,62.9,58,1.01
9759,Round,19678,2.5,Ideal,H,SI2,Excellent,Excellent,61.1,60,1.01
9760,Round,19676,2.01,Very Good,F,SI1,Excellent,Very Good,62.4,59,1.01
9761,Round,19676,2.01,Very Good,F,SI1,Excellent,Very Good,63.8,56,1.01
9762,Heart,19676,2.01,Very Good,D,VS2,Excellent,Good,55.0,56,1.15
9763,Round,19675,1.01,Astor Ideal,D,IF,Excellent,Excellent,61.0,57,1
9764,Round,19675,1.52,Ideal,G,VS1,Excellent,Very Good,61.9,56,1
9765,Round,19674,2.6,Ideal,I,SI2,Excellent,Excellent,62.9,56,1.01
9766,Emerald,19669,2.05,Very Good,E,SI1,Excellent,Very Good,69.2,67,1.14
9767,Pear,19669,2.01,Very Good,F,SI1,Excellent,Excellent,62.7,59,1.5
9768,Round,19666,1.44,Ideal,E,VVS1,Excellent,Excellent,62.4,56,1.01
9769,Round,19664,2.01,Very Good,H,VS2,Excellent,Very Good,63.0,58,1.01
9770,Round,19662,2.08,Ideal,I,VVS1,Excellent,Excellent,61.3,59,1.01
9771,Round,19662,2.03,Ideal,I,VVS1,Excellent,Excellent,62.0,59,1
9772,Oval,19661,2.5,Very Good,I,VS2,Excellent,Very Good,63.5,59,1.37
9773,Round,19659,1.72,Ideal,G,VVS1,Excellent,Excellent,62.9,56,1
9774,Round,19657,2.51,Very Good,I,SI2,Excellent,Very Good,64.2,56,1.01
9775,Round,19656,2.06,Ideal,D,SI1,Excellent,Excellent,62.5,58,1
9776,Pear,19656,2.01,Very Good,D,VS2,Excellent,Excellent,63.2,60,1.51
9777,Radiant,19652,2.09,Very Good,H,VS1,Good,Good,59.6,69,1.01
9778,Pear,19647,2.02,Very Good,F,SI1,Excellent,Excellent,62.9,61,1.58
9779,Princess,19642,2.32,Very Good,F,SI1,Excellent,Excellent,72.7,71,1.02
9780,Round,19639,2.71,Ideal,J,SI1,Excellent,Excellent,62.7,56,1
9781,Round,19637,2.36,Ideal,I,SI1,Excellent,Excellent,60.6,58,1
9782,Cushion,19636,2.01,Very Good,F,VS2,Very Good,Very Good,68.0,61,1.08
9783,Round,19636,1.83,Ideal,F,VS2,Excellent,Excellent,62.5,56,1.01
9784,Pear,19636,2.01,Very Good,G,SI1,Excellent,Excellent,63.0,59,1.55
9785,Round,19632,2.01,Ideal,E,SI1,Excellent,Excellent,61.8,59,1
9786,Round,19627,1.9,Ideal,E,SI1,Excellent,Excellent,60.3,60,1
9787,Round,19627,2.0,Ideal,G,SI1,Excellent,Excellent,62.1,56,1
9788,Heart,19621,2.03,Very Good,E,SI1,Excellent,Excellent,57.9,58,0.91
9789,Pear,19620,2.05,Very Good,H,VVS1,Excellent,Excellent,60.1,62,1.58
9790,Round,19616,1.72,Ideal,G,VS1,Excellent,Excellent,61.9,56,1.01
9791,Emerald,19614,2.51,Very Good,I,VVS2,Excellent,Excellent,66.1,61,1.48
9792,Heart,19613,2.0,Very Good,G,VS2,Very Good,Good,53.5,64,0.95
9793,Round,19613,1.7,Ideal,D,VS1,Excellent,Very Good,62.2,58,1.01
9794,Emerald,19612,2.01,Very Good,F,VS2,Excellent,Excellent,67.1,64,1.34
9795,Round,19610,1.54,Ideal,D,VVS2,Excellent,Excellent,62.2,57,1.01
9796,Round,19610,1.54,Ideal,D,VVS2,Excellent,Excellent,62.1,58,1
9797,Round,19609,2.34,Ideal,I,VS1,Excellent,Excellent,62.5,57,1
9798,Round,19607,2.0,Very Good,E,SI1,Excellent,Very Good,64.3,58,1.01
9799,Round,19607,1.81,Ideal,F,VS2,Excellent,Excellent,62.5,57,1
9800,Round,19607,1.7,Ideal,F,VS1,Excellent,Excellent,63.0,55,1.01
9801,Round,19605,2.0,Good,G,VS1,Excellent,Very Good,58.1,65,1.01
9802,Round,19601,2.02,Very Good,H,VS1,Excellent,Excellent,64.8,57,1.01
9803,Round,19599,2.06,Ideal,G,SI1,Excellent,Excellent,62.7,56,1.01
9804,Princess,19599,2.5,Very Good,D,SI2,Very Good,Good,67.5,72,1.03
9805,Round,19598,1.93,Ideal,E,SI1,Excellent,Excellent,61.7,59,1.01
9806,Round,19594,2.2,Ideal,I,VS1,Excellent,Excellent,61.7,57,1.01
9807,Round,19593,2.55,Ideal,I,SI1,Excellent,Excellent,60.7,59,1.01
9808,Round,19591,2.51,Ideal,J,VS1,Excellent,Excellent,62.6,59,1.01
9809,Round,19590,2.01,Very Good,F,SI1,Excellent,Very Good,64.7,57,1.01
9810,Round,19590,2.01,Ideal,G,VS2,Excellent,Excellent,61.1,60,1
9811,Oval,19589,2.7,Very Good,J,VS1,Excellent,Very Good,64.6,59,1.41
9812,Round,19589,2.21,Ideal,H,SI1,Excellent,Excellent,62.8,57,1.01
9813,Round,19588,2.39,Ideal,J,VS1,Excellent,Excellent,62.4,59,1.01
9814,Round,19587,2.02,Ideal,H,VS2,Excellent,Excellent,61.5,59,1.01
9815,Emerald,19586,1.51,Good,D,IF,Good,Very Good,61.0,75,1.55
9816,Cushion,19586,2.04,Good,F,VS1,Very Good,Very Good,67.1,68,1.07
9817,Round,19586,2.05,Ideal,G,SI1,Excellent,Excellent,62.5,57,1.01
9818,Princess,19583,2.0,Good,F,VS2,Very Good,Good,74.5,81,1.01
9819,Marquise,19582,2.07,Good,G,VS2,Very Good,Good,68.5,63,2.27
9820,Round,19582,2.01,Ideal,H,VS1,Very Good,Very Good,61.5,62,1
9821,Round,19580,1.62,Ideal,D,VS2,Excellent,Excellent,61.6,57,1
9822,Oval,19580,2.0,Very Good,D,VS1,Very Good,Good,62.9,58,1.36
9823,Round,19579,2.01,Ideal,G,SI1,Excellent,Excellent,60.2,60,1
9824,Round,19578,1.4,Ideal,E,VVS1,Excellent,Excellent,60.1,59,1.01
9825,Round,19577,1.84,Ideal,F,SI1,Excellent,Excellent,62.5,56,1.01
9826,Cushion,19577,2.2,Very Good,G,SI1,Excellent,Excellent,66.5,61,1.06
9827,Round,19577,2.41,Ideal,I,SI1,Excellent,Excellent,62.4,58,1
9828,Round,19575,1.9,Ideal,E,SI1,Excellent,Excellent,62.0,58,1
9829,Round,19574,1.44,Ideal,D,VVS2,Excellent,Excellent,62.5,56,1.01
9830,Round,19572,1.54,Ideal,F,VVS2,Excellent,Excellent,61.8,57,1
9831,Round,19572,2.5,Ideal,H,SI2,Excellent,Excellent,60.0,60,1
9832,Round,19571,2.0,Ideal,G,SI1,Excellent,Excellent,62.4,59,1.01
9833,Oval,19570,1.71,Very Good,E,VVS1,Excellent,Excellent,64.8,59,1.39
9834,Round,19569,2.0,Very Good,D,SI2,Very Good,Very Good,61.7,56,1.01
9835,Princess,19568,2.0,Good,F,VS2,Very Good,Very Good,75.6,69,1.05
9836,Round,19568,2.0,Ideal,G,VS2,Very Good,Excellent,59.0,59,1.01
9837,Round,19566,2.05,Ideal,I,VVS2,Excellent,Excellent,62.4,58,1.01
9838,Round,19564,2.56,Ideal,J,VVS2,Excellent,Excellent,61.7,59,1.01
9839,Oval,19563,1.8,Very Good,D,VS1,Excellent,Excellent,63.5,58,1.44
9840,Round,19562,2.11,Astor Ideal,J,VS1,Excellent,Excellent,61.3,56,1
9841,Oval,19560,2.63,Very Good,I,SI2,Excellent,Excellent,63.7,57,1.32
9842,Round,19558,1.73,Ideal,F,VS1,Excellent,Excellent,62.2,57,1
9843,Round,19558,2.01,Ideal,H,VS1,Excellent,Excellent,61.0,59,1.01
9844,Radiant,19556,2.14,Very Good,G,VVS2,Good,Good,68.9,73,1.05
9845,Round,19555,1.7,Ideal,F,VVS2,Excellent,Excellent,61.3,59,1.01
9846,Oval,19554,2.22,Very Good,H,VS2,Excellent,Excellent,61.2,59,1.4
9847,Round,19553,2.15,Ideal,I,VVS1,Excellent,Excellent,61.4,60,1
9848,Round,19551,1.7,Ideal,G,VVS1,Excellent,Excellent,62.5,58,1
9849,Asscher,19549,2.01,Very Good,E,VVS2,Excellent,Excellent,67.4,63,1.01
9850,Round,19549,2.01,Very Good,H,VVS2,Excellent,Very Good,62.0,55,1.01
9851,Round,19546,1.3,Ideal,E,VVS1,Excellent,Excellent,61.7,57,1.01
9852,Round,19546,2.31,Ideal,I,VS2,Excellent,Excellent,60.8,59,1
9853,Radiant,19545,2.14,Very Good,G,SI1,Excellent,Excellent,68.4,65,1.26
9854,Princess,19545,2.14,Very Good,H,IF,Excellent,Excellent,71.4,71,1.01
9855,Round,19544,1.8,Ideal,H,VVS1,Excellent,Excellent,60.7,57,1.01
9856,Round,19543,2.01,Very Good,D,SI1,Excellent,Very Good,63.7,56,1.01
9857,Round,19540,1.56,Ideal,G,VVS1,Excellent,Excellent,61.5,57,1
9858,Emerald,19539,2.42,Very Good,I,IF,Excellent,Excellent,68.9,64,1.29
9859,Emerald,19538,2.02,Good,F,VVS1,Very Good,Very Good,71.7,66,1.43
9860,Cushion,19534,2.3,Very Good,F,SI1,Excellent,Very Good,69.0,63,1
9861,Princess,19532,1.7,Very Good,D,VVS2,Excellent,Excellent,71.1,73,1
9862,Round,19532,2.69,Ideal,I,SI1,Excellent,Very Good,63.2,56,1
9863,Round,19531,2.02,Good,D,SI2,Very Good,Very Good,58.3,60,1.01
9864,Radiant,19529,2.02,Very Good,F,VS2,Very Good,Excellent,68.9,66,1.01
9865,Round,19528,2.1,Ideal,H,SI2,Excellent,Excellent,62.1,56,1
9866,Round,19527,1.51,Astor Ideal,E,VVS2,Excellent,Excellent,61.4,57,1
9867,Princess,19526,2.54,Very Good,I,VS1,Very Good,Very Good,71.3,72,1.01
9868,Round,19526,1.7,Ideal,E,VS2,Excellent,Excellent,61.2,59,1.01
9869,Round,19520,1.81,Ideal,F,VS1,Excellent,Excellent,62.4,58,1.01
9870,Asscher,19520,2.09,Very Good,D,VS2,Excellent,Excellent,66.2,66,1
9871,Round,19520,2.01,Very Good,H,VS2,Excellent,Very Good,63.1,60,1.01
9872,Princess,19518,2.22,Very Good,G,SI1,Very Good,Good,75.0,71,1.01
9873,Round,19514,1.51,Ideal,E,VS1,Excellent,Excellent,61.4,57,1.01
9874,Asscher,19513,2.02,Very Good,G,VVS2,Excellent,Excellent,66.8,61,1.01
9875,Round,19512,2.01,Ideal,E,SI1,Excellent,Very Good,62.7,57,1.01
9876,Princess,19510,1.76,Very Good,E,VS1,Excellent,Excellent,69.7,70,1.02
9877,Round,19508,1.53,Ideal,E,VS1,Very Good,Very Good,61.8,57,1.01
9878,Round,19508,2.01,Ideal,F,SI1,Excellent,Excellent,62.6,58,1.01
9879,Round,19506,1.9,Ideal,D,SI1,Excellent,Excellent,62.4,56,1.01
9880,Oval,19505,1.86,Very Good,D,VS2,Excellent,Very Good,63.1,62,1.39
9881,Round,19504,1.21,Ideal,D,IF,Excellent,Excellent,62.4,58,1
9882,Round,19504,1.21,Ideal,D,IF,Excellent,Excellent,62.5,57,1.01
9883,Round,19501,2.5,Ideal,I,SI1,Excellent,Excellent,62.9,56,1
9884,Round,19501,3.03,Very Good,I,SI2,Excellent,Very Good,64.3,57,1.01
9885,Round,19499,2.19,Ideal,H,SI2,Excellent,Excellent,62.0,57,1.01
9886,Princess,19497,2.03,Good,D,SI1,Excellent,Very Good,77.4,77,1.01
9887,Princess,19497,2.0,Good,E,VS2,Excellent,Very Good,79.1,71,1
9888,Round,19496,2.0,Very Good,F,SI1,Excellent,Very Good,64.1,57,1
9889,Round,19494,2.01,Ideal,G,SI1,Excellent,Excellent,62.6,57,1.01
9890,Round,19494,2.01,Ideal,G,SI1,Excellent,Excellent,62.4,54,1
9891,Emerald,19493,2.03,Very Good,G,VS2,Excellent,Excellent,67.0,63,1.32
9892,Round,19492,1.4,Ideal,D,VVS2,Excellent,Excellent,62.1,56,1
9893,Princess,19492,1.81,Very Good,E,VVS1,Excellent,Very Good,71.1,70,1.01
9894,Round,19492,2.02,Ideal,D,SI1,Excellent,Excellent,62.6,57,1.01
9895,Round,19490,2.22,Ideal,I,VS1,Excellent,Excellent,62.1,59,1
9896,Round,19490,1.57,Very Good,D,VS1,Excellent,Excellent,60.7,60,1.01
9897,Round,19488,1.81,Ideal,H,VS1,Excellent,Excellent,61.5,56,1
9898,Emerald,19488,2.19,Very Good,H,VVS1,Very Good,Good,69.9,62,1.29
9899,Emerald,19487,2.01,Very Good,F,VS1,Excellent,Excellent,68.8,66,1.32
9900,Round,19484,1.51,Astor Ideal,E,VS2,Excellent,Excellent,61.5,56,1
9901,Round,19481,2.02,Ideal,G,SI1,Excellent,Excellent,62.6,57,1
9902,Radiant,19478,2.01,Good,F,SI1,Good,Good,75.0,72,1.3
9903,Round,19478,2.21,Ideal,F,SI2,Excellent,Excellent,62.2,56,1
9904,Pear,19478,1.5,Very Good,D,IF,Excellent,Excellent,62.7,59,1.49
9905,Pear,19475,2.01,Very Good,H,VS2,Excellent,Excellent,61.6,62,1.57
9906,Marquise,19472,2.12,Very Good,H,VVS1,Very Good,Excellent,63.4,60,1.92
9907,Round,19470,2.76,Ideal,I,SI2,Excellent,Excellent,62.3,57,1
9908,Pear,19470,2.5,Good,F,SI1,Excellent,Very Good,67.4,61,1.59
9909,Oval,19469,2.5,Very Good,I,SI1,Excellent,Very Good,64.5,62,1.32
9910,Round,19468,2.12,Ideal,D,SI2,Excellent,Excellent,63.0,58,1.01
9911,Round,19467,1.7,Ideal,E,VS1,Excellent,Excellent,63.4,56,1.01
9912,Round,19467,2.02,Very Good,F,SI1,Excellent,Excellent,64.5,57,1.01
9913,Round,19464,2.04,Ideal,I,VS2,Excellent,Excellent,61.6,57,1
9914,Oval,19462,2.03,Very Good,E,VS1,Very Good,Very Good,60.6,57,1.3
9915,Round,19460,3.01,Very Good,I,SI2,Excellent,Very Good,64.3,59,1.01
9916,Round,19455,2.0,Ideal,H,VVS2,Very Good,Very Good,59.9,62,1.01
9917,Round,19453,1.53,Astor Ideal,E,VS1,Excellent,Excellent,61.5,56,1
9918,Round,19452,2.06,Ideal,G,VS2,Excellent,Excellent,62.8,58,1.01
9919,Round,19449,1.72,Ideal,F,VS1,Excellent,Excellent,62.9,57,1.01
9920,Cushion,19445,2.41,Very Good,F,VS2,Excellent,Very Good,67.0,62,1.1
9921,Round,19443,2.01,Ideal,H,VS2,Excellent,Excellent,62.4,57,1
9922,Cushion,19442,2.3,Very Good,F,VS2,Excellent,Very Good,69.2,57,1.02
9923,Heart,19441,2.07,Very Good,G,SI1,Very Good,Very Good,52.7,55,0.96
9924,Round,19438,2.11,Ideal,I,VVS2,Excellent,Excellent,62.0,56,1
9925,Princess,19433,2.93,Very Good,H,SI2,Excellent,Very Good,73.0,71,1
9926,Round,19430,1.33,Ideal,E,IF,Excellent,Excellent,61.7,56,1
9927,Oval,19427,2.2,Very Good,G,SI1,Excellent,Excellent,61.9,59,1.32
9928,Round,19425,1.5,Very Good,E,VVS1,Excellent,Very Good,58.9,57,1
9929,Round,19424,2.01,Ideal,D,SI1,Excellent,Excellent,62.6,58,1.01
9930,Round,19419,1.7,Ideal,F,VS1,Excellent,Excellent,61.9,59,1.01
9931,Cushion,19418,1.82,Very Good,D,VVS2,Excellent,Very Good,69.3,60,1.06
9932,Round,19413,2.02,Ideal,F,SI1,Excellent,Excellent,62.3,60,1
9933,Round,19411,1.7,Ideal,G,VVS1,Excellent,Excellent,62.7,58,1.01
9934,Round,19411,1.7,Ideal,G,VVS1,Excellent,Excellent,61.7,58,1
9935,Round,19411,1.5,Ideal,F,VVS1,Excellent,Excellent,62.7,57,1.01
9936,Cushion,19410,1.72,Very Good,E,VVS2,Excellent,Excellent,68.6,59,1.06
9937,Round,19410,2.04,Very Good,H,VS2,Excellent,Very Good,64.7,57,1.01
9938,Round,19410,2.01,Ideal,D,SI2,Excellent,Excellent,62.7,57,1.01
9939,Round,19409,2.01,Ideal,H,VS2,Excellent,Excellent,62.3,58,1.01
